area,year,sex,age,educational_attainment,,value
ireland,2002,male,75 - 79,first level,,21405
ireland,2002,male,75 - 79,second level,,8413
ireland,2002,male,75 - 79,third level,,3512
ireland,2002,male,80 - 84,first level,,12991
ireland,2002,male,80 - 84,second level,,4504
ireland,2002,male,80 - 84,third level,,1945
ireland,2002,female,15 - 19,first level,,18651
ireland,2002,female,15 - 19,second level,,118303
ireland,2002,female,15 - 19,third level,,5513
ireland,2002,female,20 - 24,first level,,4608
ireland,2002,female,20 - 24,second level,,87553
ireland,2002,female,20 - 24,third level,,65113
ireland,2002,female,25 - 29,first level,,5364
ireland,2002,female,25 - 29,second level,,65120
ireland,2002,female,25 - 29,third level,,81248
ireland,2002,female,30 - 34,first level,,6587
ireland,2002,female,30 - 34,second level,,78277
ireland,2002,female,30 - 34,third level,,62762
ireland,2002,female,35 - 39,first level,,9130
ireland,2002,female,35 - 39,second level,,85906
ireland,2002,female,35 - 39,third level,,47156
ireland,2002,female,40 - 44,first level,,13436
ireland,2002,female,40 - 44,second level,,83501
ireland,2002,female,40 - 44,third level,,35686
ireland,2002,female,45 - 49,first level,,22771
ireland,2002,female,45 - 49,second level,,69783
ireland,2002,female,45 - 49,third level,,28017
ireland,2002,female,50 - 54,first level,,33142
ireland,2002,female,50 - 54,second level,,55744
ireland,2002,female,50 - 54,third level,,20570
ireland,2002,female,55 - 59,first level,,32980
ireland,2002,female,55 - 59,second level,,44374
ireland,2002,female,55 - 59,third level,,15106
ireland,2002,female,60 - 64,first level,,29363
ireland,2002,female,60 - 64,second level,,32012
ireland,2002,female,60 - 64,third level,,9857
ireland,2002,female,65 - 69,first level,,29182
ireland,2002,female,65 - 69,second level,,25502
ireland,2002,female,65 - 69,third level,,6966
ireland,2002,female,70 - 74,first level,,28482
ireland,2002,female,70 - 74,second level,,20281
ireland,2002,female,70 - 74,third level,,4888
ireland,2002,female,75 - 79,first level,,26238
ireland,2002,female,75 - 79,second level,,15953
ireland,2002,female,75 - 79,third level,,3547
ireland,2002,female,80 - 84,first level,,18962
ireland,2002,female,80 - 84,second level,,10069
ireland,2002,female,80 - 84,third level,,2229
jamaica,2001,male,15 - 19,first level,,9282
jamaica,2001,male,15 - 19,second level,,103090
jamaica,2001,male,15 - 19,third level,,6820
jamaica,2001,male,20 - 24,first level,,12410
jamaica,2001,male,20 - 24,second level,,73572
jamaica,2001,male,20 - 24,third level,,12702
jamaica,2001,male,25 - 29,first level,,13685
jamaica,2001,male,25 - 29,second level,,68337
jamaica,2001,male,25 - 29,third level,,11249
jamaica,2001,male,30 - 34,first level,,15623
jamaica,2001,male,30 - 34,second level,,62566
jamaica,2001,male,30 - 34,third level,,10174
jamaica,2001,male,35 - 39,first level,,17319
jamaica,2001,male,35 - 39,second level,,55421
jamaica,2001,male,35 - 39,third level,,9057
jamaica,2001,male,40 - 44,first level,,20884
jamaica,2001,male,40 - 44,second level,,41541
jamaica,2001,male,40 - 44,third level,,8268
jamaica,2001,male,45 - 49,first level,,21406
jamaica,2001,male,45 - 49,second level,,23724
jamaica,2001,male,45 - 49,third level,,6560
jamaica,2001,male,50 - 54,first level,,24477
jamaica,2001,male,50 - 54,second level,,15543
jamaica,2001,male,50 - 54,third level,,5141
jamaica,2001,male,55 - 59,first level,,21712
jamaica,2001,male,55 - 59,second level,,10313
jamaica,2001,male,55 - 59,third level,,3128
jamaica,2001,male,60 - 64,first level,,19511
jamaica,2001,male,60 - 64,second level,,6827
jamaica,2001,male,60 - 64,third level,,2185
jamaica,2001,male,65 - 69,first level,,18226
jamaica,2001,male,65 - 69,second level,,5828
jamaica,2001,male,65 - 69,third level,,1719
jamaica,2001,male,70 - 74,first level,,16108
jamaica,2001,male,70 - 74,second level,,4608
jamaica,2001,male,70 - 74,third level,,1331
jamaica,2001,male,75 - 79,first level,,11774
jamaica,2001,male,75 - 79,second level,,3065
jamaica,2001,male,75 - 79,third level,,806
jamaica,2001,male,80 - 84,first level,,6907
jamaica,2001,male,80 - 84,second level,,1664
jamaica,2001,male,80 - 84,third level,,349
jamaica,2001,female,15 - 19,first level,,4100
jamaica,2001,female,15 - 19,second level,,103427
jamaica,2001,female,15 - 19,third level,,11449
jamaica,2001,female,20 - 24,first level,,6403
jamaica,2001,female,20 - 24,second level,,73588
jamaica,2001,female,20 - 24,third level,,23792
jamaica,2001,female,25 - 29,first level,,8235
jamaica,2001,female,25 - 29,second level,,70348
jamaica,2001,female,25 - 29,third level,,22798
jamaica,2001,female,30 - 34,first level,,10586
jamaica,2001,female,30 - 34,second level,,67900
jamaica,2001,female,30 - 34,third level,,19002
jamaica,2001,female,35 - 39,first level,,12788
jamaica,2001,female,35 - 39,second level,,62081
jamaica,2001,female,35 - 39,third level,,16374
jamaica,2001,female,40 - 44,first level,,16311
jamaica,2001,female,40 - 44,second level,,44129
jamaica,2001,female,40 - 44,third level,,13470
jamaica,2001,female,45 - 49,first level,,19586
jamaica,2001,female,45 - 49,second level,,24255
jamaica,2001,female,45 - 49,third level,,9951
jamaica,2001,female,50 - 54,first level,,22302
jamaica,2001,female,50 - 54,second level,,14709
jamaica,2001,female,50 - 54,third level,,6709
jamaica,2001,female,55 - 59,first level,,20186
jamaica,2001,female,55 - 59,second level,,9960
jamaica,2001,female,55 - 59,third level,,3902
jamaica,2001,female,60 - 64,first level,,20243
jamaica,2001,female,60 - 64,second level,,7452
jamaica,2001,female,60 - 64,third level,,2594
jamaica,2001,female,65 - 69,first level,,19693
jamaica,2001,female,65 - 69,second level,,6125
jamaica,2001,female,65 - 69,third level,,2083
jamaica,2001,female,70 - 74,first level,,17822
jamaica,2001,female,70 - 74,second level,,4944
jamaica,2001,female,70 - 74,third level,,1601
jamaica,2001,female,75 - 79,first level,,14067
jamaica,2001,female,75 - 79,second level,,3615
jamaica,2001,female,75 - 79,third level,,929
jamaica,2001,female,80 - 84,first level,,9615
jamaica,2001,female,80 - 84,second level,,2371
jamaica,2001,female,80 - 84,third level,,453
kazakhstan,1999,male,15 - 19,first level,,16597
kazakhstan,1999,male,15 - 19,second level,,673858
kazakhstan,1999,male,15 - 19,third level,,4419
kazakhstan,1999,male,20 - 24,first level,,6594
kazakhstan,1999,male,20 - 24,second level,,538330
kazakhstan,1999,male,20 - 24,third level,,79902
kazakhstan,1999,male,55 - 59,first level,,32207
kazakhstan,1999,male,55 - 59,second level,,162597
kazakhstan,1999,male,55 - 59,third level,,43413
kazakhstan,1999,male,60 - 64,first level,,62092
kazakhstan,1999,male,60 - 64,second level,,157075
kazakhstan,1999,male,60 - 64,third level,,40022
kazakhstan,1999,female,15 - 19,first level,,12110
kazakhstan,1999,female,15 - 19,second level,,658721
kazakhstan,1999,female,15 - 19,third level,,5508
kazakhstan,1999,female,20 - 24,first level,,3130
kazakhstan,1999,female,20 - 24,second level,,516306
kazakhstan,1999,female,20 - 24,third level,,104446
kazakhstan,1999,female,55 - 59,first level,,53341
kazakhstan,1999,female,55 - 59,second level,,209389
kazakhstan,1999,female,55 - 59,third level,,38925
kazakhstan,1999,female,60 - 64,first level,,92706
kazakhstan,1999,female,60 - 64,second level,,198083
kazakhstan,1999,female,60 - 64,third level,,33251
kuwait,1995,male,15 - 19,first level,,8377
kuwait,1995,male,15 - 19,second level,,45886
kuwait,1995,male,15 - 19,third level,,0
kuwait,1995,male,20 - 24,first level,,5266
kuwait,1995,male,20 - 24,second level,,46116
kuwait,1995,male,20 - 24,third level,,2047
kuwait,1995,male,25 - 29,first level,,8550
kuwait,1995,male,25 - 29,second level,,53841
kuwait,1995,male,25 - 29,third level,,11133
kuwait,1995,male,30 - 34,first level,,8851
kuwait,1995,male,30 - 34,second level,,44158
kuwait,1995,male,30 - 34,third level,,15592
kuwait,1995,male,35 - 39,first level,,7658
kuwait,1995,male,35 - 39,second level,,35980
kuwait,1995,male,35 - 39,third level,,14658
kuwait,1995,male,40 - 44,first level,,5320
kuwait,1995,male,40 - 44,second level,,25080
kuwait,1995,male,40 - 44,third level,,13221
kuwait,1995,male,45 - 49,first level,,3786
kuwait,1995,male,45 - 49,second level,,14628
kuwait,1995,male,45 - 49,third level,,9223
kuwait,1995,male,50 - 54,first level,,2347
kuwait,1995,male,50 - 54,second level,,8300
kuwait,1995,male,50 - 54,third level,,5364
kuwait,1995,male,55 - 59,first level,,1682
kuwait,1995,male,55 - 59,second level,,4615
kuwait,1995,male,55 - 59,third level,,3011
kuwait,1995,male,60 - 64,first level,,701
kuwait,1995,male,60 - 64,second level,,1996
kuwait,1995,male,60 - 64,third level,,1013
kuwait,1995,female,15 - 19,first level,,6987
kuwait,1995,female,15 - 19,second level,,44691
kuwait,1995,female,15 - 19,third level,,0
kuwait,1995,female,20 - 24,first level,,3344
kuwait,1995,female,20 - 24,second level,,38885
kuwait,1995,female,20 - 24,third level,,3484
kuwait,1995,female,25 - 29,first level,,4059
kuwait,1995,female,25 - 29,second level,,31335
kuwait,1995,female,25 - 29,third level,,10887
kuwait,1995,female,30 - 34,first level,,3727
kuwait,1995,female,30 - 34,second level,,25246
kuwait,1995,female,30 - 34,third level,,10279
kuwait,1995,female,35 - 39,first level,,3080
kuwait,1995,female,35 - 39,second level,,19203
kuwait,1995,female,35 - 39,third level,,8096
kuwait,1995,female,40 - 44,first level,,2213
kuwait,1995,female,40 - 44,second level,,12504
kuwait,1995,female,40 - 44,third level,,5346
kuwait,1995,female,45 - 49,first level,,1537
kuwait,1995,female,45 - 49,second level,,7004
kuwait,1995,female,45 - 49,third level,,2814
kuwait,1995,female,50 - 54,first level,,876
kuwait,1995,female,50 - 54,second level,,3049
kuwait,1995,female,50 - 54,third level,,1144
kuwait,1995,female,55 - 59,first level,,451
kuwait,1995,female,55 - 59,second level,,1393
kuwait,1995,female,55 - 59,third level,,458
kuwait,1995,female,60 - 64,first level,,215
kuwait,1995,female,60 - 64,second level,,516
kuwait,1995,female,60 - 64,third level,,133
kyrgyzstan,1999,male,15 - 19,first level,,144811
kyrgyzstan,1999,male,15 - 19,second level,,102370
kyrgyzstan,1999,male,15 - 19,third level,,0
kyrgyzstan,1999,male,20 - 24,first level,,34666
kyrgyzstan,1999,male,20 - 24,second level,,173088
kyrgyzstan,1999,male,20 - 24,third level,,8521
kyrgyzstan,1999,male,55 - 59,first level,,15193
kyrgyzstan,1999,male,55 - 59,second level,,25703
kyrgyzstan,1999,male,55 - 59,third level,,9166
kyrgyzstan,1999,male,60 - 64,first level,,22745
kyrgyzstan,1999,male,60 - 64,second level,,21923
kyrgyzstan,1999,male,60 - 64,third level,,8469
kyrgyzstan,1999,female,15 - 19,first level,,133363
kyrgyzstan,1999,female,15 - 19,second level,,109815
kyrgyzstan,1999,female,15 - 19,third level,,0
kyrgyzstan,1999,female,20 - 24,first level,,23709
kyrgyzstan,1999,female,20 - 24,second level,,177586
kyrgyzstan,1999,female,20 - 24,third level,,11432
kyrgyzstan,1999,female,55 - 59,first level,,23161
kyrgyzstan,1999,female,55 - 59,second level,,23650
kyrgyzstan,1999,female,55 - 59,third level,,7400
kyrgyzstan,1999,female,60 - 64,first level,,31554
kyrgyzstan,1999,female,60 - 64,second level,,21420
kyrgyzstan,1999,female,60 - 64,third level,,6967
kyrgyzstan,1999,male,15 - 19,first level,,40422
kyrgyzstan,1999,male,15 - 19,second level,,45723
kyrgyzstan,1999,male,15 - 19,third level,,0
kyrgyzstan,1999,male,20 - 24,first level,,9888
kyrgyzstan,1999,male,20 - 24,second level,,66200
kyrgyzstan,1999,male,20 - 24,third level,,5624
kyrgyzstan,1999,male,55 - 59,first level,,4646
kyrgyzstan,1999,male,55 - 59,second level,,9138
kyrgyzstan,1999,male,55 - 59,third level,,4642
kyrgyzstan,1999,male,60 - 64,first level,,7123
kyrgyzstan,1999,male,60 - 64,second level,,8387
kyrgyzstan,1999,male,60 - 64,third level,,4561
kyrgyzstan,1999,female,15 - 19,first level,,38131
kyrgyzstan,1999,female,15 - 19,second level,,53471
kyrgyzstan,1999,female,15 - 19,third level,,0
kyrgyzstan,1999,female,20 - 24,first level,,7517
kyrgyzstan,1999,female,20 - 24,second level,,70679
kyrgyzstan,1999,female,20 - 24,third level,,7586
kyrgyzstan,1999,female,55 - 59,first level,,6528
kyrgyzstan,1999,female,55 - 59,second level,,11433
kyrgyzstan,1999,female,55 - 59,third level,,5126
kyrgyzstan,1999,female,60 - 64,first level,,9690
kyrgyzstan,1999,female,60 - 64,second level,,11388
kyrgyzstan,1999,female,60 - 64,third level,,5025
kyrgyzstan,1999,male,15 - 19,first level,,104389
kyrgyzstan,1999,male,15 - 19,second level,,56647
kyrgyzstan,1999,male,15 - 19,third level,,0
kyrgyzstan,1999,male,20 - 24,first level,,24778
kyrgyzstan,1999,male,20 - 24,second level,,106888
kyrgyzstan,1999,male,20 - 24,third level,,2897
kyrgyzstan,1999,male,55 - 59,first level,,10547
kyrgyzstan,1999,male,55 - 59,second level,,16565
kyrgyzstan,1999,male,55 - 59,third level,,4524
kyrgyzstan,1999,male,60 - 64,first level,,15622
kyrgyzstan,1999,male,60 - 64,second level,,13536
kyrgyzstan,1999,male,60 - 64,third level,,3908
kyrgyzstan,1999,female,15 - 19,first level,,95232
kyrgyzstan,1999,female,15 - 19,second level,,56344
kyrgyzstan,1999,female,15 - 19,third level,,0
kyrgyzstan,1999,female,20 - 24,first level,,16192
kyrgyzstan,1999,female,20 - 24,second level,,106907
kyrgyzstan,1999,female,20 - 24,third level,,3846
kyrgyzstan,1999,female,55 - 59,first level,,16633
kyrgyzstan,1999,female,55 - 59,second level,,12217
kyrgyzstan,1999,female,55 - 59,third level,,2274
kyrgyzstan,1999,female,60 - 64,first level,,21864
kyrgyzstan,1999,female,60 - 64,second level,,10032
kyrgyzstan,1999,female,60 - 64,third level,,1942
lao people's democratic republic,1995,male,15 - 19,first level,,103798.23
lao people's democratic republic,1995,male,15 - 19,second level,,75225.814
lao people's democratic republic,1995,male,15 - 19,third level,,669.666
lao people's democratic republic,1995,male,20 - 24,first level,,62202.798
lao people's democratic republic,1995,male,20 - 24,second level,,63732.375
lao people's democratic republic,1995,male,20 - 24,third level,,6118.308
lao people's democratic republic,1995,male,25 - 29,first level,,61276.9
lao people's democratic republic,1995,male,25 - 29,second level,,50311.56
lao people's democratic republic,1995,male,25 - 29,third level,,11287.85
lao people's democratic republic,1995,male,30 - 34,first level,,60845.607
lao people's democratic republic,1995,male,30 - 34,second level,,35436.042
lao people's democratic republic,1995,male,30 - 34,third level,,11537.316
lao people's democratic republic,1995,male,35 - 39,first level,,69761.9
lao people's democratic republic,1995,male,35 - 39,second level,,25708.8
lao people's democratic republic,1995,male,35 - 39,third level,,10845.9
lao people's democratic republic,1995,male,40 - 44,first level,,50264.42
lao people's democratic republic,1995,male,40 - 44,second level,,13065.12
lao people's democratic republic,1995,male,40 - 44,third level,,6532.56
lao people's democratic republic,1995,male,45 - 49,first level,,42258.601
lao people's democratic republic,1995,male,45 - 49,second level,,8253.036
lao people's democratic republic,1995,male,45 - 49,third level,,4202.935
lao people's democratic republic,1995,male,50 - 54,first level,,31899.31
lao people's democratic republic,1995,male,50 - 54,second level,,5023.99
lao people's democratic republic,1995,male,50 - 54,third level,,2360.67
lao people's democratic republic,1995,male,55 - 59,first level,,27330.535
lao people's democratic republic,1995,male,55 - 59,second level,,3661.761
lao people's democratic republic,1995,male,55 - 59,third level,,1432.863
lao people's democratic republic,1995,male,60 - 64,first level,,19879.36
